,year,neighbourhood,population,% spaniards,% strangers,% w/ higher education,unemployed,total_surface(m2),housing(m2),parking(m2),commerce(m2),industry(m2),offices(m2),education(m2),healthcare(m2),hostelry(m2),sports(m2),religious(m2),entertainment(m2),other_uses(m2),avg_€/month,avg_€/m2,avg_housing(m2),new_contracts_1000_hab,expired_contracts_1000_hab,win_lost_rents_1000_hab,binary_rent_growth_1000_hab,disp_income(€/year),year_mean,RFD100,gini_index(%),new_household_purchases,protected_household_purchases,used_household_purchases,new_household_purchases(x1000€),Used_household_purchases(x1000€),Total_household_purchases(x1000€)
232,2018,Sant Andreu,57961.0,91.4,8.6,26.0,2566.0,3023183,2021370,348210,257855,166004,41815,78216,39790,13608,28649.0,11346,7626.0,73,764.1725,11.9075,64.1757295821961,44.1347674236764,47.940087922017,-3.805320498340599,0.0,20670.0,20091.91780821918,102.87718771945374,28.012820512820515,11.0,0.0,527.0,379.7,214.5,221.9
233,2018,Sant Antoni,38566.0,76.4,23.6,37.7,1514.0,2436902,1571446,192193,223724,157565,109309,24727,20861,96587,16171.0,8269,11926.0,0,934.49,13.1675,70.96943231441048,63.8225255972696,56.5502756629037,7.272249934365902,1.0,21586.0,20091.91780821918,107.43623483851613,34.295833333333334,3.0,0.0,214.0,246.7,287.8,285.9
234,2018,Sant Genís dels Agudells,7394.0,82.9,17.1,20.8,300.0,353653,247031,17544,13114,20047,3270,31942,6360,978,7148.0,4804,1385.0,30,655.6925,9.6825,67.71933901368449,43.3048433048433,58.5470085470085,-15.2421652421652,0.0,17461.0,20091.91780821918,86.90559142570787,30.160000000000004,7.0,0.0,34.0,143.0,167.7,162.3
235,2018,Sant Gervasi - Galvany,47928.0,86.5,13.5,52.5,1065.0,5137625,3092140,574983,316771,217431,529783,85634,86611,128632,36545.0,30220,21628.0,6908,1346.925,14.7775,91.14701404161733,50.3004580409295,48.2413749632307,2.0590830776988014,1.0,35891.0,20091.91780821918,178.63401763129724,41.18709677419355,40.0,0.0,238.0,591.2,652.2,644.4
236,2018,Sant Gervasi - la Bonanova,26108.0,87.3,12.7,51.2,547.0,2602227,1441991,325420,109900,107800,108848,205147,119720,32886,67059.0,36630,4531.0,37517,1285.5925,16.099999999999998,79.85046583850932,54.0572095738471,57.170655769605,-3.113446195757895,0.0,34151.0,20091.91780821918,169.97381895534903,39.333333333333336,38.0,1.0,152.0,639.0,655.9,652.5
237,2018,Sant Martí de Provençals,26168.0,86.2,13.8,20.3,1303.0,1239199,877469,91069,67049,55810,24738,53932,9272,6055,38075.0,7720,0.0,873,793.9925000000001,11.5225,68.90800607507052,41.3991927734,45.5506438593119,-4.151451085911894,0.0,17956.0,20091.91780821918,89.36926863524486,27.705555555555556,3.0,0.0,163.0,210.0,255.0,254.0
238,2018,Sant Pere Santa Caterina i la Ribera,23170.0,55.0,45.0,41.8,1347.0,1976471,1045314,71613,160872,135383,163428,119744,8849,83965,5025.0,12339,12194.0,0,971.58,15.022499999999999,64.67498751872192,92.3035522066738,74.9013275923932,17.4022246142806,1.0,17397.0,20091.91780821918,86.58705538245461,38.84615384615385,21.0,0.0,211.0,485.6,323.8,336.9
239,2018,Sants,42310.0,79.6,20.4,33.4,1637.0,2535640,1487787,263453,273528,251972,80096,56044,32449,68290,8577.0,5040,6490.0,18,826.3975,13.15,62.84391634980989,55.3666002623779,58.2576162479957,-2.8910159856177984,0.0,20991.0,20091.91780821918,104.47484506139591,32.203448275862065,3.0,0.0,289.0,446.7,231.3,241.3
240,2018,Sants - Badal,24474.0,80.9,19.1,27.2,879.0,1189425,808567,122110,120523,79397,25664,10028,5059,7547,5623.0,3294,215.0,4,784.4225,13.03,60.201266308518804,45.9010910915096,52.0045148614188,-6.103423769909199,0.0,19106.0,20091.91780821918,95.09296316245201,32.2375,21.0,0.0,240.0,286.8,215.6,234.4
241,2018,Sarrià,25137.0,85.6,14.4,51.3,474.0,2089180,1201916,261394,82397,79396,55978,197955,72654,18582,55584.0,36261,0.0,22838,1362.0175,17.182499999999997,79.26771424414376,56.0560560560561,56.4164164164164,-0.3603603603603034,0.0,33548.0,20091.91780821918,166.97261217282215,40.043749999999996,6.0,0.0,153.0,854.0,686.1,692.7
242,2018,Torre Baró,2931.0,81.3,18.7,8.2,169.0,147758,106111,11738,9561,10538,785,7314,1182,0,168.0,223,0.0,115,434.52,7.22,60.18282548476454,36.1111111111111,52.4305555555556,-16.3194444444445,0.0,11384.0,20091.91780821918,56.65959869367496,30.9,0.0,0.0,7.0,,82.0,82.0
243,2018,Vallbona,1407.0,85.0,15.0,9.2,102.0,92363,52325,7114,4798,8009,0,2746,130,7461,9698.0,82,0.0,0,,,,40.6852248394004,46.395431834404,-5.7102069950036025,0.0,11494.0,20091.91780821918,57.20708251801651,31.4,0.0,0.0,10.0,,162.5,162.5
244,2018,Vallcarca i els Penitents,15902.0,84.8,15.2,41.3,576.0,1124601,694464,149153,47833,39899,15117,27306,104845,13209,25591.0,6989,142.0,53,925.6575,13.59,68.11313465783665,46.8307421161956,53.5658085226915,-6.735066406495896,0.0,24907.0,20091.91780821918,123.96526920795522,34.36363636363637,30.0,0.0,122.0,361.1,277.5,293.6
245,2018,Vallvidrera el Tibidabo i les Planes,4727.0,84.2,15.8,42.7,93.0,389415,244970,35263,4829,23612,2458,3491,8104,14624,4862.0,10126,30858.0,6218,939.1125,12.0675,77.82162834058421,44.0613026819923,54.0655598126863,-10.004257130694,0.0,25513.0,20091.91780821918,126.98140736750959,38.43333333333333,2.0,0.0,43.0,,383.1,383.1
246,2018,Verdun,12578.0,78.2,21.8,12.4,716.0,473996,352064,39054,53453,13977,2820,9591,345,588,499.0,1604,0.0,0,630.41,11.65,54.112446351931325,63.6583400483481,67.4456083803384,-3.7872683319902976,0.0,13823.0,20091.91780821918,68.79880821702994,30.575,0.0,0.0,110.0,,136.2,136.2
247,2018,Vilapicina i la Torre Llobeta,25895.0,84.9,15.1,23.2,1240.0,1275033,848222,135656,120095,80774,15125,30744,23610,5471,10179.0,2297,958.0,0,743.39,11.565,64.27929096411587,54.2777929634113,55.6054512085595,-1.3276582451482,0.0,18588.0,20091.91780821918,92.51481206237088,30.36315789473684,1.0,0.0,84.0,,199.5,203.1
248,2018,el Baix Guinardó,25990.0,84.7,15.3,33.2,945.0,1342088,909347,124565,76948,75498,29773,39335,43431,16196,11137.0,5149,72.0,0,829.13,12.662500000000001,65.47917077986179,52.7934592174421,58.7891765621958,-5.9957173447537,0.0,20689.0,20091.91780821918,102.97175310729455,31.242105263157896,5.0,0.0,344.0,328.3,289.7,290.5
249,2018,el Barri Gòtic,19180.0,43.7,56.3,36.4,869.0,2035769,917255,74989,214978,102042,207847,87814,6434,224307,3726.0,41291,4228.0,27,1023.11,13.7725,74.28644037030314,107.046799354492,106.568645030184,0.47815432430799376,1.0,15752.0,20091.91780821918,78.39968364571047,40.72222222222222,32.0,0.0,142.0,1015.8,425.0,541.6
250,2018,el Besòs i el Maresme,24660.0,68.3,31.7,12.4,1376.0,1318638,617332,74738,32272,406291,46690,37320,21830,29496,19831.0,2927,23302.0,5828,685.555,10.959999999999999,62.550638686131386,64.074293953015,73.530658977186,-9.456365024170992,0.0,12694.0,20091.91780821918,63.179633329015275,30.553846153846152,16.0,2.0,307.0,355.1,219.6,227.9
251,2018,el Bon Pastor,13126.0,82.5,17.5,13.8,634.0,1553307,355402,74911,171565,831761,84014,8631,5925,4416,13645.0,927,0.0,1823,683.9825,10.84,63.09801660516605,53.8582677165354,64.488188976378,-10.629921259842597,0.0,15032.0,20091.91780821918,74.81615315911121,29.542857142857144,7.0,1.0,98.0,211.1,151.7,157.2
252,2018,el Camp d'en Grassot i Gràcia Nova,35199.0,83.9,16.1,41.8,1227.0,2114344,1387572,216697,142761,121340,84869,53840,21201,19872,26138.0,10119,799.0,1760,910.1424999999999,13.83,65.809291395517,52.9720634736445,49.5779060659685,3.394157407676005,1.0,23783.0,20091.91780821918,118.3709799483197,32.424,0.0,0.0,311.0,,362.3,362.3
253,2018,el Camp de l'Arpa del Clot,39034.0,80.9,19.1,31.8,1738.0,1945622,1401176,195959,127972,92123,34935,30325,12229,39137,7286.0,2193,830.0,5,817.97,13.015,62.84825201690357,57.2611064543168,57.6278290025147,-0.36672254819789885,0.0,20347.0,20091.91780821918,101.2695761261599,31.56,13.0,1.0,532.0,430.8,323.1,326.5
254,2018,el Carmel,32175.0,83.3,16.7,14.1,1588.0,1267599,936765,102753,89184,60091,10383,33422,11055,3618,13883.0,3277,2918.0,0,644.975,11.345,56.851035698545616,53.0926048460787,57.7874405268299,-4.694835680751197,0.0,15032.0,20091.91780821918,74.81615315911121,29.19090909090909,79.0,0.0,229.0,166.5,155.9,158.9
255,2018,el Clot,27172.0,83.9,16.1,28.5,1192.0,1337645,918014,149983,98351,73815,24281,30017,7634,10652,13239.0,1792,1102.0,5344,810.1975,12.56,64.5061703821656,48.5073243092898,46.8384943445207,1.6688299647691025,1.0,19960.0,20091.91780821918,99.3434284896128,30.28235294117647,35.0,3.0,412.0,516.5,362.9,372.8
256,2018,el Coll,7518.0,83.8,16.2,31.5,239.0,354214,265538,37705,18957,11800,4270,3819,290,9152,1640.0,910,0.0,133,740.685,12.1725,60.849044978434996,51.4339571832503,52.7803958529689,-1.3464386697186015,0.0,19625.0,20091.91780821918,97.67609138820897,33.32,5.0,1.0,40.0,184.4,262.5,252.8
257,2018,el Congrés i els Indians,14557.0,84.5,15.5,26.6,583.0,724131,501703,57788,68567,30245,16366,28445,5747,5407,4929.0,4848,0.0,0,774.4425,11.92,64.97000838926175,48.5875706214689,63.6299435028249,-15.042372881356002,0.0,19343.0,20091.91780821918,96.27254194762426,30.366666666666667,8.0,0.0,123.0,155.5,200.0,190.9
258,2018,el Fort Pienc,32649.0,75.0,25.0,39.9,1158.0,2102691,1244657,217417,149559,144073,142371,49404,11070,72531,28151.0,5986,31962.0,0,951.36,13.1425,72.38805402320715,58.1103940855836,53.7247039659169,4.385690119666698,1.0,21983.0,20091.91780821918,109.41215373182155,33.08,4.0,0.0,231.0,405.1,408.1,408.1
259,2018,el Guinardó,37216.0,83.9,16.1,31.0,1509.0,1965190,1306584,169116,131774,125688,28795,26059,125052,21196,18462.0,10459,1476.0,37,772.4,12.07,63.993371996685994,53.5136164540088,56.3702151971053,-2.856598743096505,0.0,20207.0,20091.91780821918,100.57277853154338,32.251999999999995,12.0,0.0,391.0,290.3,225.1,228.0
260,2018,el Parc i la Llacuna del Poblenou,15713.0,76.7,23.3,36.0,577.0,2165272,540277,321174,237588,526865,356769,23899,28454,75917,8555.0,637,20398.0,0,987.835,13.98,70.66058655221745,49.2985446440278,52.183033958306,-2.8844893142781984,0.0,20282.0,20091.91780821918,100.94606295723081,32.12222222222223,0.0,0.0,66.0,,286.7,286.7
261,2018,el Poble Sec - Parc Montjuïc,40409.0,66.7,33.3,28.4,2103.0,2527498,1172660,146425,191587,145302,95044,134529,18527,136194,236114.0,6852,142236.0,28332,801.8775,13.855,57.87639841212559,77.4038461538462,73.4311740890688,3.9726720647773988,1.0,15525.0,20091.91780821918,77.26987611729653,34.104166666666664,2.0,0.0,394.0,,225.2,225.5
262,2018,el Poblenou,34170.0,80.2,19.8,35.3,1294.0,2103080,1205602,207185,172318,225288,120832,46950,17328,82990,5382.0,6512,1991.0,6067,962.9325,14.46,66.59284232365145,49.8463538588819,52.0624039711618,-2.216050112279902,0.0,21158.0,20091.91780821918,105.3060250492599,32.075,19.0,0.0,112.0,427.3,356.3,367.0
263,2018,el Putxet i el Farró,29875.0,85.4,14.6,50.9,911.0,2131169,1443816,274452,122575,77325,83544,37879,26652,29661,18406.0,12133,3587.0,21,993.0875,14.595,68.0429941760877,55.2654777242829,54.0109852851427,1.2544924391402006,1.0,28809.0,20091.91780821918,143.38601359505287,35.305263157894736,73.0,3.0,292.0,561.8,541.3,545.5
264,2018,el Raval,48297.0,48.1,51.9,26.7,3310.0,2637776,1522679,128820,211612,135778,91642,172706,17743,227266,11846.0,29450,59156.0,290,822.5525,14.0175,58.68039950062422,127.694470477976,100.451563431882,27.242907046094004,1.0,11736.0,20091.91780821918,58.411546931567926,35.30952380952381,20.0,0.0,519.0,525.0,246.5,262.8
265,2018,el Turó de la Peira,15825.0,76.9,23.1,15.8,778.0,580501,448324,26772,33906,32167,2550,20212,5088,1580,4753.0,4851,0.0,0,677.06,11.3125,59.85060773480662,66.0790117102046,74.2504182215931,-8.171406511388497,0.0,13966.0,20091.91780821918,69.51053718867396,30.68,0.0,0.0,96.0,,131.5,131.5
266,2018,l'Antiga Esquerra de l'Eixample,43112.0,75.9,24.1,48.8,1437.0,4027868,2226480,277121,349513,278100,360377,97834,155470,222731,3938.0,20592,9666.0,0,1111.955,14.0475,79.1567894643175,61.6748441536893,49.4678707720022,12.2069733816871,1.0,26448.0,20091.91780821918,131.6350198744128,37.419230769230765,19.0,0.0,228.0,435.0,382.8,388.0
267,2018,la Barceloneta,15173.0,60.9,39.1,30.0,975.0,848770,428055,74434,51666,36544,80346,37450,43941,76951,14787.0,3719,331.0,0,899.1825,16.9175,53.151027043002806,94.443313657643,84.2662324445349,10.17708121310811,1.0,15680.0,20091.91780821918,78.04133059705053,34.68181818181818,25.0,0.0,160.0,191.3,224.7,219.7
268,2018,la Bordeta,19443.0,84.9,15.1,25.4,792.0,1005194,635900,124587,65652,64056,43037,16445,8364,4245,7711.0,2240,0.0,0,799.6825,12.135,65.89884631231973,40.2559317515329,61.5302585977073,-21.274326846174404,0.0,19406.0,20091.91780821918,96.5861008652017,29.846153846153847,167.0,0.0,145.0,270.0,228.6,263.7
269,2018,la Clota,686.0,86.2,13.8,31.0,16.0,39979,26857,1918,2597,6209,0,1084,316,0,0.0,855,0.0,0,,,,46.1538461538462,55.3846153846154,-9.230769230769198,0.0,19759.0,20091.91780821918,98.34302622877051,29.8,3.0,0.0,3.0,61.4,240.0,150.7
270,2018,la Dreta de l'Eixample,43880.0,77.8,22.2,51.2,1217.0,6584701,2889894,553291,759521,330395,1066553,155818,55286,593012,13093.0,46718,28363.0,1303,1252.8975,13.96,89.74910458452722,64.6505097930907,53.234827038597,11.415682754493709,1.0,28243.0,20091.91780821918,140.56896046253178,38.244827586206895,28.0,8.0,428.0,271.5,540.9,520.8
271,2018,la Font d'en Fargues,9506.0,92.7,7.3,32.6,465.0,533274,377915,58106,10472,30677,2168,26408,7885,2668,12440.0,2718,1258.0,2,824.485,12.067499999999999,68.32276776465714,42.9480381760339,45.8112407211029,-2.863202545069001,0.0,23431.0,20091.91780821918,116.61903171042673,31.357142857142858,0.0,0.0,56.0,,302.5,302.5
272,2018,la Font de la Guatlla,10373.0,78.7,21.3,31.8,531.0,566483,364715,66798,39112,28173,8131,23974,10149,23172,1155.0,1068,0.0,36,839.6625,12.3625,67.9201213346815,53.7004491310291,52.7240773286468,0.9763718023823031,1.0,19582.0,20091.91780821918,97.46207498414819,31.657142857142855,0.0,0.0,59.0,,301.9,301.9
273,2018,la Guineueta,15398.0,90.4,9.6,18.5,883.0,744370,511881,64235,40876,13506,3557,25777,5012,3325,18308.0,2579,502.0,34211,712.6424999999999,10.0475,70.92734511072406,40.7307969353677,49.1781808656931,-8.447383930325401,0.0,18607.0,20091.91780821918,92.6093774502117,26.154545454545453,0.0,0.0,62.0,,192.0,192.0
274,2018,la Marina de Port,31087.0,83.2,16.8,16.2,1645.0,1705897,956447,229625,94990,90661,70683,31731,14761,15702,40193.0,2739,85011.0,621,751.17,10.58,70.99905482041588,41.5198956294847,44.7488584474886,-3.2289628180039003,0.0,16405.0,20091.91780821918,81.64974671202896,28.935294117647057,1.0,0.0,191.0,,193.3,193.3
275,2018,la Marina del Prat Vermell,1199.0,89.1,10.9,6.9,96.0,2630240,73188,120100,155093,1906881,276103,34411,1578,10750,4252.0,155,0.0,27377,,,,32.8151986183074,40.587219343696,-7.7720207253886,0.0,12442.0,20091.91780821918,61.925397658705535,31.1,0.0,3.0,5.0,,89.3,89.3
276,2018,la Maternitat i Sant Ramon,23992.0,87.3,12.7,39.9,869.0,2504677,966074,308055,103226,127985,163960,324861,78190,130687,294306.0,3862,140.0,2770,970.335,13.5925,71.38752988780578,40.2414486921529,41.2055667337357,-0.9641180415828003,0.0,25043.0,20091.91780821918,124.6421582998684,32.14666666666667,8.0,0.0,124.0,319.8,367.1,361.6
277,2018,la Nova Esquerra de l'Eixample,58642.0,79.9,20.1,44.0,2056.0,4264472,2438819,529360,347532,274483,262595,117780,67405,107739,34171.0,10334,23424.0,0,986.2249999999999,13.905,70.92592592592592,56.8329043514312,51.8405914767918,4.992312874639403,1.0,24358.0,20091.91780821918,121.23282721192328,34.6,12.0,0.0,182.0,270.0,307.3,305.0
278,2018,la Prosperitat,26834.0,83.4,16.6,12.7,1344.0,1078788,749500,105110,117212,43354,8657,30240,9314,1233,12802.0,1366,0.0,0,664.3824999999999,11.7575,56.50712311290665,54.8575740426335,55.461233729485,-0.6036596868515005,0.0,15324.0,20091.91780821918,76.26947385645424,29.305,0.0,0.0,124.0,,132.6,132.6
279,2018,la Sagrada Família,51911.0,77.9,22.1,38.9,1867.0,2994183,1993736,296591,231624,160586,120432,18207,48658,87051,11247.0,3014,21027.0,0,910.5225,13.717500000000001,66.37670858392563,61.5564429726308,52.0307782214863,9.525664751144497,1.0,21812.0,20091.91780821918,108.56106524125423,33.94117647058823,0.0,0.0,71.0,,271.5,271.5
280,2018,la Sagrera,29400.0,85.6,14.4,25.1,1198.0,1534809,977924,178682,120586,87171,46951,63810,9118,4489,9030.0,1645,0.0,34133,778.5625,11.885,65.50799326882625,45.4031843862352,46.9782571477487,-1.5750727615134963,0.0,19090.0,20091.91780821918,95.0133291516387,29.145,0.0,0.0,345.0,,279.4,279.4
281,2018,la Salut,13431.0,84.8,15.2,41.6,504.0,853255,537040,91271,35680,21051,16617,19642,81654,7395,25963.0,13737,665.0,36,874.885,12.815000000000001,68.27038626609442,53.8147138964578,56.0096881622767,-2.1949742658188995,0.0,23503.0,20091.91780821918,116.97738475908666,32.8,1.0,0.0,144.0,,316.0,320.0
282,2018,la Teixonera,11789.0,84.0,16.0,18.2,492.0,524537,377216,62140,43964,28304,3745,1810,4762,1304,203.0,1071,0.0,18,700.02,12.075,57.97267080745342,49.2933471216822,54.9810410203378,-5.687693898655596,0.0,16716.0,20091.91780821918,83.1976327972128,30.0,28.0,0.0,68.0,129.2,175.9,162.1
283,2018,la Trinitat Nova,7620.0,76.9,23.1,9.0,613.0,277224,213744,10578,7142,13709,0,12924,3608,0,3096.0,1334,0.0,1841,581.7475,11.9725,48.59031112967216,60.0326708412742,77.1848625102096,-17.1521916689354,0.0,12018.0,20091.91780821918,59.81509637215264,30.3,0.0,2.0,66.0,,85.9,85.9
284,2018,la Trinitat Vella,10337.0,69.0,31.0,10.2,818.0,424950,256606,29095,33675,54677,4713,12023,3804,1848,14410.0,3253,0.0,424,587.4499999999999,10.015,58.65701447828257,67.2260513435221,74.6179202876835,-7.391868944161402,0.0,11948.0,20091.91780821918,59.466697574844375,31.8,1.0,0.0,224.0,,149.6,149.6
285,2018,la Vall d'Hebron,5803.0,90.5,9.5,30.4,231.0,436150,186740,50891,20445,47983,1775,24172,11126,13478,56696.0,22694,0.0,150,859.47,12.2975,69.8898150030494,33.8450802512212,38.2065596650384,-4.3614794138172,0.0,22049.0,20091.91780821918,109.74064402642648,26.925,4.0,0.0,15.0,150.0,248.2,240.0
286,2018,la Verneda i la Pau,28883.0,86.2,13.8,14.5,1474.0,1423156,950779,85691,76652,225687,30143,28483,2212,1118,11057.0,1769,0.0,4571,739.53,11.145,66.35531628532975,40.9029251156482,42.468088066502,-1.5651629508537965,0.0,16128.0,20091.91780821918,80.27108289982341,27.676190476190477,9.0,1.0,305.0,133.1,160.4,158.9
287,2018,la Vila Olímpica del Poblenou,9348.0,81.8,18.2,53.8,375.0,1125546,421411,209949,79469,138461,85870,43615,10741,38681,7525.0,736,0.0,67582,1284.425,16.8575,76.19308912946758,49.9730167296276,41.0145709660011,8.9584457636265,1.0,30716.0,20091.91780821918,152.87739225886506,33.04,0.0,0.0,25.0,,483.7,483.7
288,2018,la Vila de Gràcia,50803.0,77.7,22.3,46.5,1923.0,3422392,2228532,258600,298085,154683,164894,58427,49120,129114,11245.0,45463,20326.0,11,915.86,14.592500000000001,62.762377933870134,64.0497520396736,57.5107982722764,6.538953767397203,1.0,22487.0,20091.91780821918,111.92062507244104,34.38333333333333,29.0,0.0,394.0,412.9,365.8,369.2
289,2018,les Corts,46599.0,87.1,12.9,44.4,1657.0,3889778,1961694,650576,342885,217246,413194,57357,82776,112409,24703.0,13155,7837.0,117,1037.63,14.8325,69.95651441092197,44.2108012799582,47.323624806809,-3.1128235268508035,0.0,27616.0,20091.91780821918,137.44830266378492,34.15142857142857,39.0,1.0,475.0,552.6,363.9,383.4
290,2018,les Roquetes,16250.0,76.5,23.5,9.4,934.0,569201,418422,43119,39777,27415,2395,17901,3449,966,15634.0,123,0.0,0,603.7674999999999,11.235,53.7398753894081,66.0683597479473,73.5153713958373,-7.447011647890008,0.0,12937.0,20091.91780821918,64.38907486824253,31.02,0.0,0.0,166.0,,178.1,178.1
291,2018,les Tres Torres,16671.0,89.7,10.3,53.6,359.0,1516014,941654,238997,38228,64868,79779,53259,53019,13680,16429.0,15763,0.0,6,1598.6,16.43,97.2976262933658,49.411623439001,52.4735830931796,-3.061959654178601,0.0,39328.0,20091.91780821918,195.7403985791329,41.190909090909095,1.0,0.0,80.0,,849.1,844.7
292,2019,Baró de Viver,2625.0,85.1,14.9,7.1,114.0,128647,80219,12189,10936,16639,2247,5883,0,0,0.0,224,0.0,0,,,,37.7,37.4,0.30000000000000426,1.0,12022.0,20993.561643835616,57.26517588562704,29.700000000000003,0.0,0.0,10.0,,,
293,2019,Can Baró,9331.0,82.1,17.9,29.8,377.0,415100,319946,33399,20546,23204,3913,7515,2379,2917,1281.0,0,0.0,0,768.525,13.4,57.3526119402985,62.1,54.0,8.100000000000001,1.0,20248.0,20993.561643835616,96.44861764533158,31.485714285714284,0.0,0.0,92.0,,214.75,214.75
294,2019,Can Peguera,2234.0,88.4,11.6,10.1,106.0,69811,56157,2691,2623,2199,0,2488,1980,1299,0.0,374,0.0,0,,,,37.6,31.0,6.600000000000001,1.0,12738.0,20993.561643835616,60.67574533614351,30.3,0.0,0.0,8.0,,,
295,2019,Canyelles,6869.0,93.3,6.7,13.2,418.0,307138,239877,10425,10696,22215,6677,9220,1,708,6985.0,105,0.0,0,746.3,9.475,78.76517150395779,35.3,29.8,5.4999999999999964,1.0,17878.0,20993.561643835616,85.1594422295159,24.380000000000003,0.0,0.0,37.0,,170.175,170.175
296,2019,Ciutat Meridiana,11091.0,67.2,32.8,7.4,896.0,277114,233921,6715,10882,2419,2279,15732,456,2486,1232.0,992,0.0,0,560.175,9.65,58.049222797927456,70.9,69.5,1.4000000000000057,1.0,10739.0,20993.561643835616,51.15377839259264,31.416666666666668,0.0,0.0,126.0,,87.075,87.075
297,2019,Diagonal Mar i el Front Marítim del Poblenou,13526.0,79.4,20.6,41.8,610.0,1518167,546633,372922,123387,64401,171627,17292,3027,161899,33687.0,2478,8838.0,8976,1381.825,17.35,79.64409221902017,42.7,51.2,-8.5,0.0,25589.0,20993.561643835616,121.88975093472885,32.0,0.0,0.0,46.0,,584.075,584.075
298,2019,Horta,28363.0,83.7,16.3,24.5,1315.0,1389703,901476,141616,87517,64189,13243,49571,34049,7171,62977.0,16468,5124.0,163,782.175,12.425,62.95171026156941,60.9,52.7,8.199999999999996,1.0,19947.0,20993.561643835616,95.01484473387144,29.59047619047619,43.0,3.0,211.0,254.75,242.9,245.25
299,2019,Hostafrancs,16203.0,74.1,25.9,33.6,684.0,1054281,552131,130058,130078,76708,50381,24543,839,73438,12843.0,2478,784.0,0,830.8,13.85,59.985559566787,62.0,64.3,-2.299999999999997,0.0,19678.0,20993.561643835616,93.7334995073506,33.07,17.0,0.0,110.0,226.63333333333333,308.825,319.925
300,2019,Montbau,5225.0,84.6,15.4,27.9,215.0,552262,157085,14419,12595,63360,11693,97956,158391,2513,20713.0,6082,0.0,0,793.425,11.899999999999999,66.67436974789916,61.1,53.4,7.700000000000003,1.0,19170.0,20993.561643835616,91.31371000893947,29.025,12.0,2.0,32.0,150.79999999999998,177.80000000000004,164.45
301,2019,Navas,22457.0,82.9,17.1,28.0,877.0,1076509,767107,113980,96253,46904,20505,12723,2390,7154,1185.0,4631,3087.0,236,853.4,12.425,68.68410462776659,50.5,48.7,1.7999999999999972,1.0,20375.0,20993.561643835616,97.05356501993437,30.23846153846154,5.0,0.0,202.0,,392.59999999999997,391.275
302,2019,Pedralbes,11936.0,81.3,18.7,52.6,208.0,1581242,805485,159822,20045,57522,47839,306418,11495,18979,36478.0,26976,1158.0,37853,1863.175,15.675,118.86283891547049,49.6,50.3,-0.6999999999999957,0.0,39025.0,20993.561643835616,185.8903251486105,40.44285714285714,9.0,0.0,81.0,3001.5,898.375,1115.9
303,2019,Porta,27813.0,76.0,24.0,18.1,1199.0,1322868,755867,225455,145991,58108,31846,27693,963,23295,13745.0,2607,10555.0,20918,751.025,12.299999999999999,61.0589430894309,70.2,62.9,7.300000000000004,1.0,16964.0,20993.561643835616,80.80572647843762,29.47222222222222,2.0,0.0,140.0,,175.6,177.25
304,2019,Provençals del Poblenou,21523.0,82.6,17.4,26.9,927.0,1323832,690749,113981,67431,302946,101174,24142,1106,14921,5409.0,1862,0.0,111,982.325,14.1,69.66843971631207,53.2,46.5,6.700000000000003,1.0,20080.0,20993.561643835616,95.64837229940034,29.816666666666666,7.0,1.0,19.0,,488.90000000000003,341.35
305,2019,Sant Andreu,58508.0,90.3,9.7,26.8,2620.0,3025279,2023050,348641,257855,166062,41815,78216,39790,13608,28649.0,11346,7626.0,73,805.125,12.5,64.41,47.8,40.2,7.599999999999994,1.0,21547.0,20993.561643835616,102.63622898083561,27.835897435897433,49.0,0.0,525.0,354.05,223.225,252.77499999999998
306,2019,Sant Antoni,38906.0,75.0,25.0,38.9,1535.0,2436093,1571446,191384,223724,157574,109309,24727,20861,96587,16171.0,8269,11926.0,0,994.25,13.875,71.65765765765765,68.0,66.1,1.9000000000000057,1.0,22851.0,20993.561643835616,108.84765714211142,33.800000000000004,2.0,1.0,203.0,,338.59999999999997,333.92499999999995
307,2019,Sant Genís dels Agudells,7538.0,81.0,19.0,21.3,297.0,353653,247031,17544,13114,20047,3270,31942,6360,978,7148.0,4804,1385.0,30,740.125,10.7,69.17056074766356,67.9,56.2,11.700000000000003,1.0,17351.0,20993.561643835616,82.64914879317207,29.5,16.0,0.0,69.0,183.83333333333334,179.35,187.025
308,2019,Sant Gervasi - Galvany,47915.0,85.9,14.1,53.3,1049.0,5137924,3092797,574625,316771,217431,529783,85634,86611,128632,36545.0,30220,21628.0,6908,1396.575,15.25,91.57868852459016,53.5,52.8,0.7000000000000028,1.0,37290.0,20993.561643835616,177.62588660580872,40.332258064516125,62.0,0.0,233.0,658.05,646.15,653.975
309,2019,Sant Gervasi - la Bonanova,26245.0,86.3,13.7,51.7,583.0,2602052,1442210,325420,109900,107800,108848,205147,119720,32886,67059.0,36630,4531.0,37517,1303.75,16.025,81.35725429017161,53.7,58.9,-5.199999999999996,0.0,36874.0,20993.561643835616,175.64432670159803,38.955555555555556,29.0,0.0,147.0,610.725,659.6,657.625
310,2019,Sant Martí de Provençals,26168.0,85.4,14.6,21.0,1290.0,1239199,877469,91069,67049,55810,24738,53932,9272,6055,38075.0,7720,0.0,873,837.4250000000001,11.925,70.22431865828092,45.7,44.9,0.8000000000000043,1.0,18637.0,20993.561643835616,88.77483638166953,27.65,20.0,0.0,160.0,296.1,295.125,295.375
